120.00	40.00
120.00	41.00
120.00	42.00
120.00	43.00
120.00	44.00
120.00	45.00
120.00	46.00
120.00	47.00
120.00	48.00
120.00	49.00
120.00	50.00
120.00	51.00
120.00	52.00
120.00	53.00
120.00	54.00
120.00	55.00
120.00	56.00
120.00	57.00
120.00	58.00
120.00	59.00
120.00	60.00
120.00	61.00
120.00	62.00
120.00	63.00
120.00	64.00
120.00	65.00
120.00	66.00
120.00	67.00
120.00	68.00
120.00	69.00
120.00	70.00
120.00	71.00
120.00	72.00
120.00	73.00
120.00	74.00
120.00	75.00
120.00	76.00
120.00	77.00
120.00	78.00
120.00	79.00
120.00	80.00
120.00	81.00
120.00	82.00
120.00	83.00
120.00	84.00
120.00	85.00
120.00	86.00
120.00	87.00
120.00	88.00
120.00	89.00
120.00	90.00
120.00	91.00
120.00	92.00
120.00	93.00
120.00	94.00
120.00	95.00
120.00	96.00
120.00	97.00
120.00	98.00
120.00	99.00
120.00	100.00
120.00	101.00
120.00	102.00
120.00	103.00
120.00	104.00
120.00	105.00
120.00	106.00
120.00	107.00
120.00	108.00
120.00	109.00
120.00	110.00
120.00	111.00
120.00	112.00
120.00	113.00
120.00	114.00
120.00	115.00
120.00	116.00
120.00	117.00
120.00	118.00
120.00	119.00
120.00	120.00
120.00	121.00
120.00	122.00
120.00	123.00
120.00	124.00
120.00	125.00
120.00	126.00
120.00	127.00
120.00	128.00
120.00	129.00
120.00	130.00
120.00	131.00
120.00	132.00
120.00	133.00
120.00	134.00
120.00	135.00
120.00	136.00
120.00	137.00
120.00	138.00
120.00	139.00
120.00	140.00
120.00	141.00
120.00	142.00
120.00	143.00
120.00	144.00
120.00	145.00
120.00	146.00
120.00	147.00
120.00	148.00
120.00	149.00
120.00	150.00
120.00	151.00
120.00	152.00
120.00	153.00
120.00	154.00
120.00	155.00
120.00	156.00
120.00	157.00
120.00	158.00
120.00	159.00
120.00	160.00
120.00	161.00
120.00	162.00
120.00	163.00
120.00	164.00
120.00	165.00
120.00	166.00
120.00	167.00
120.00	168.00
120.00	169.00
120.00	170.00
120.00	171.00
120.00	172.00
120.00	173.00
120.00	174.00
120.00	175.00
120.00	176.00
120.00	177.00
120.00	178.00
120.00	179.00
120.00	180.00
120.00	181.00
120.00	182.00
120.00	183.00
120.00	184.00
120.00	185.00
120.00	186.00
120.00	187.00
120.00	188.00
120.00	189.00
120.00	190.00
120.00	191.00
120.00	192.00
120.00	193.00
120.00	194.00
120.00	195.00
120.00	196.00
120.00	197.00
120.00	198.00
120.00	199.00
120.00	200.00
120.00	201.00
120.00	202.00
120.00	203.00
120.00	204.00
120.00	205.00
120.00	206.00
120.00	207.00
120.00	208.00
120.00	209.00
120.00	210.00
120.00	211.00
120.00	212.00
120.00	213.00
120.00	214.00
120.00	215.00
120.00	216.00
120.00	217.00
120.00	218.00
120.00	219.00
